order_id,reseller_id,order_date,category,order_value,order_status
ORD10793,RS014,2024-06-27,Beauty & Personal Care,722.29,Delivered
ORD10794,RS019,2024-06-03,Beauty & Personal Care,722.29,Delivered
ORD10795,RS005,2024-06-11,Beauty & Personal Care,722.29,Delivered
ORD10796,RS021,2024-06-03,Beauty & Personal Care,722.29,Delivered
ORD10797,RS015,2024-06-15,Beauty & Personal Care,722.29,Delivered
ORD10798,RS022,2024-06-17,Beauty & Personal Care,722.29,Delivered
ORD10799,RS012,2024-06-05,Beauty & Personal Care,722.29,Delivered
ORD10800,RS018,2024-06-21,Beauty & Personal Care,722.29,Cancelled
ORD10801,RS019,2024-06-06,Beauty & Personal Care,722.29,Cancelled
ORD10802,RS005,2024-06-14,Beauty & Personal Care,722.29,Cancelled
ORD10803,RS017,2024-06-30,Beauty & Personal Care,722.28,Cancelled
ORD10804,RS002,2024-06-27,Home & Kitchen,922.38,Delivered
ORD10805,RS004,2024-06-17,Home & Kitchen,922.38,Delivered
ORD10806,RS005,2024-06-10,Home & Kitchen,922.38,Delivered
ORD10807,RS006,2024-06-06,Home & Kitchen,922.38,Delivered
ORD10808,RS011,2024-06-30,Home & Kitchen,922.38,Delivered
ORD10809,RS023,2024-06-08,Home & Kitchen,922.38,Delivered
ORD10810,RS012,2024-06-17,Home & Kitchen,922.38,Delivered
ORD10811,RS010,2024-06-28,Home & Kitchen,922.38,Delivered
ORD10812,RS003,2024-06-09,Home & Kitchen,922.38,Delivered
ORD10813,RS007,2024-06-21,Home & Kitchen,922.38,Delivered
ORD10814,RS018,2024-06-09,Home & Kitchen,922.38,Delivered
ORD10815,RS005,2024-06-21,Home & Kitchen,922.38,Delivered
ORD10816,RS010,2024-06-20,Home & Kitchen,922.38,Delivered
ORD10817,RS018,2024-06-03,Home & Kitchen,922.38,Delivered
ORD10818,RS017,2024-06-21,Home & Kitchen,922.38,Delivered
ORD10819,RS006,2024-06-19,Home & Kitchen,922.38,Delivered
ORD10820,RS019,2024-06-05,Home & Kitchen,922.38,Delivered
ORD10821,RS006,2024-06-22,Home & Kitchen,922.38,Delivered
ORD10822,RS020,2024-06-24,Home & Kitchen,922.38,Delivered
ORD10823,RS020,2024-06-11,Home & Kitchen,922.38,Delivered
ORD10824,RS019,2024-06-02,Home & Kitchen,922.38,Delivered
ORD10825,RS001,2024-06-03,Home & Kitchen,922.38,Delivered
ORD10826,RS002,2024-06-21,Home & Kitchen,922.38,Delivered
ORD10827,RS019,2024-06-09,Home & Kitchen,922.38,Delivered
ORD10828,RS021,2024-06-07,Home & Kitchen,922.38,Delivered
ORD10829,RS019,2024-06-14,Home & Kitchen,922.38,Delivered
ORD10830,RS020,2024-06-21,Home & Kitchen,922.38,Delivered
ORD10831,RS001,2024-06-16,Home & Kitchen,922.38,Delivered
ORD10832,RS021,2024-06-18,Home & Kitchen,922.38,Delivered
ORD10833,RS010,2024-06-21,Home & Kitchen,922.38,Delivered
ORD10834,RS010,2024-06-16,Home & Kitchen,922.38,Delivered
ORD10835,RS008,2024-06-26,Home & Kitchen,922.38,Delivered
ORD10836,RS022,2024-06-13,Home & Kitchen,922.38,Delivered
ORD10837,RS010,2024-06-15,Home & Kitchen,922.38,Delivered
ORD10838,RS003,2024-06-23,Home & Kitchen,922.38,Delivered
ORD10839,RS002,2024-06-06,Home & Kitchen,922.38,Delivered
ORD10840,RS015,2024-06-14,Home & Kitchen,922.38,Delivered
ORD10841,RS016,2024-06-15,Home & Kitchen,922.38,Delivered
ORD10842,RS007,2024-06-11,Home & Kitchen,922.38,Delivered
ORD10843,RS020,2024-06-05,Home & Kitchen,922.38,Delivered
ORD10844,RS011,2024-06-28,Home & Kitchen,922.38,Delivered
ORD10845,RS023,2024-06-11,Home & Kitchen,922.38,Delivered
ORD10846,RS012,2024-06-13,Home & Kitchen,922.38,Delivered
ORD10847,RS005,2024-06-25,Home & Kitchen,922.38,Delivered
ORD10848,RS012,2024-06-17,Home & Kitchen,922.38,Delivered
ORD10849,RS018,2024-06-04,Home & Kitchen,922.38,Delivered
ORD10850,RS011,2024-06-08,Home & Kitchen,922.38,Delivered
ORD10851,RS015,2024-06-04,Home & Kitchen,922.38,Delivered
ORD10852,RS009,2024-06-15,Home & Kitchen,922.38,Delivered
ORD10853,RS008,2024-06-05,Home & Kitchen,922.38,Delivered
ORD10854,RS004,2024-06-02,Home & Kitchen,922.38,Delivered
ORD10855,RS010,2024-06-13,Home & Kitchen,922.38,Delivered
ORD10856,RS020,2024-06-14,Home & Kitchen,922.38,Delivered
ORD10857,RS008,2024-06-28,Home & Kitchen,922.38,Delivered
ORD10858,RS006,2024-06-27,Home & Kitchen,922.38,Delivered
ORD10859,RS011,2024-06-30,Home & Kitchen,922.38,Delivered
ORD10860,RS019,2024-06-24,Home & Kitchen,922.38,Delivered
ORD10861,RS011,2024-06-07,Home & Kitchen,922.38,Delivered
ORD10862,RS006,2024-06-16,Home & Kitchen,922.38,Delivered
ORD10863,RS017,2024-06-15,Home & Kitchen,922.38,Delivered
ORD10864,RS016,2024-06-29,Home & Kitchen,922.38,Delivered
ORD10865,RS010,2024-06-16,Home & Kitchen,922.38,Delivered
ORD10866,RS001,2024-06-03,Home & Kitchen,922.38,Delivered
ORD10867,RS013,2024-06-17,Home & Kitchen,922.38,Delivered
ORD10868,RS015,2024-06-08,Home & Kitchen,922.38,Delivered
ORD10869,RS007,2024-06-19,Home & Kitchen,922.38,Delivered
ORD10870,RS012,2024-06-02,Home & Kitchen,922.38,Delivered
ORD10871,RS002,2024-06-10,Home & Kitchen,922.38,Delivered
ORD10872,RS016,2024-06-20,Home & Kitchen,922.38,Delivered
ORD10873,RS021,2024-06-22,Home & Kitchen,922.38,Delivered
ORD10874,RS016,2024-06-10,Home & Kitchen,922.38,Delivered
ORD10875,RS018,2024-06-01,Home & Kitchen,922.38,Delivered
ORD10876,RS004,2024-06-14,Home & Kitchen,922.38,Delivered
ORD10877,RS005,2024-06-29,Home & Kitchen,922.38,Delivered
ORD10878,RS009,2024-06-24,Home & Kitchen,922.38,Delivered
ORD10879,RS012,2024-06-25,Home & Kitchen,922.38,Delivered
ORD10880,RS013,2024-06-12,Home & Kitchen,922.38,Delivered
ORD10881,RS002,2024-06-13,Home & Kitchen,922.38,Delivered
ORD10882,RS002,2024-06-19,Home & Kitchen,922.38,Delivered
ORD10883,RS018,2024-06-07,Home & Kitchen,922.38,Delivered
ORD10884,RS012,2024-06-18,Home & Kitchen,922.38,Delivered
ORD10885,RS010,2024-06-03,Home & Kitchen,922.38,Delivered
ORD10886,RS013,2024-06-17,Home & Kitchen,922.38,Delivered
ORD10887,RS015,2024-06-25,Home & Kitchen,922.38,Delivered
ORD10888,RS018,2024-06-09,Home & Kitchen,922.38,Delivered
ORD10889,RS020,2024-06-22,Home & Kitchen,922.38,Delivered
ORD10890,RS020,2024-06-04,Home & Kitchen,922.38,Delivered
ORD10891,RS005,2024-06-04,Home & Kitchen,27941.72,Delivered
ORD10892,RS013,2024-06-12,Home & Kitchen,922.38,Cancelled
ORD10893,RS011,2024-06-18,Home & Kitchen,922.38,Cancelled
ORD10894,RS012,2024-06-25,Home & Kitchen,922.38,Cancelled
ORD10895,RS005,2024-06-07,Home & Kitchen,922.38,Cancelled
ORD10896,RS020,2024-06-17,Home & Kitchen,922.38,Cancelled
ORD10897,RS013,2024-06-17,Home & Kitchen,922.38,Cancelled
ORD10898,RS002,2024-06-02,Home & Kitchen,922.38,Cancelled
ORD10899,RS002,2024-06-05,Home & Kitchen,922.29,Cancelled
